|6.6.6
CV3hy1wt_678_1.tab                                                                                  
           2
P(bar)  
   1.0000000000000000     
   350.87468671679198     
         400
T(K)    
   275.00000000000000     
   9.1137123745819402     
         300
           9
P(bar)         T(K)           rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  90526.67       275.0000       3986.841       6.483927       2.233715       4594171.      0.2685081E-04   1410890.       198922.7    
  90877.54       275.0000       3987.902       6.486523       2.234331       4594704.      0.2681896E-04   1412462.       199085.5    
  91228.42       275.0000       3988.965       6.489130       2.234971       4595225.      0.2678712E-04   1414035.       199252.6    
  91579.29       275.0000       3990.024       6.491722       2.235587       4595758.      0.2675542E-04   1415607.       199415.5    
  91930.17       275.0000       3991.077       6.494419       2.236339       4596137.      0.2672307E-04   1417199.       199602.2    
  92281.04       275.0000       3992.888       6.504997       2.250999       4588930.      0.2665698E-04   1419831.       202319.5    
  92631.92       275.0000       3993.232       6.499821       2.238032       4597038.      0.2665941E-04   1420364.       200012.6    
  92982.79       275.0000       3994.407       6.503678       2.240885       4596339.      0.2662258E-04   1422105.       200581.8    
  93333.67       275.0000       3995.462       6.506261       2.241501       4596869.      0.2659127E-04   1423676.       200745.1    
  93684.54       275.0000       3996.516       6.508842       2.242116       4597400.      0.2656004E-04   1425247.       200908.3    
  94035.42       275.0000       3997.570       6.511421       2.242731       4597929.      0.2652889E-04   1426818.       201071.5    
  94386.29       275.0000       3998.622       6.513997       2.243346       4598459.      0.2649781E-04   1428389.       201234.7    
  94737.17       275.0000       3999.674       6.516572       2.243960       4598988.      0.2646681E-04   1429959.       201397.9    
  95088.04       275.0000       4000.921       6.520858       2.247707       4597989.      0.2642930E-04   1431743.       202134.0    
  95438.91       275.0000       4001.971       6.523430       2.248322       4598517.      0.2639845E-04   1433314.       202297.7    
  95789.79       275.0000       4003.020       6.526000       2.248937       4599045.      0.2636768E-04   1434885.       202461.4    
  96140.66       275.0000       4004.068       6.528569       2.249551       4599572.      0.2633698E-04   1436455.       202625.1    
  96491.54       275.0000       4005.114       6.531135       2.250165       4600099.      0.2630636E-04   1438025.       202788.7    
  96842.41       275.0000       4006.161       6.533699       2.250779       4600625.      0.2627581E-04   1439596.       202952.4    
  97193.29       275.0000       4007.307       6.537324       2.253265       4600142.      0.2624095E-04   1441308.       203459.1    
  97544.16       275.0000       4008.444       6.541203       2.256095       4599313.      0.2620459E-04   1443068.       204028.5    
  97895.04       275.0000       4009.487       6.543763       2.256710       4599838.      0.2617428E-04   1444639.       204192.7    
  98245.91       275.0000       4010.529       6.546321       2.257324       4600362.      0.2614403E-04   1446209.       204357.0    
  98596.79       275.0000       4011.571       6.548877       2.257938       4600886.      0.2611386E-04   1447779.       204521.2    
  98947.66       275.0000       4012.611       6.551431       2.258551       4601410.      0.2608376E-04   1449349.       204685.4    
  99298.54       275.0000       4013.651       6.553983       2.259164       4601934.      0.2605373E-04   1450918.       204849.7    
  99649.41       275.0000       4014.825       6.557604       2.261769       4601549.      0.2601994E-04   1452619.       205382.4    
  100000.3       275.0000       4015.990       6.561492       2.264740       4600807.      0.2598462E-04   1454369.       205982.1    
  100351.2       275.0000       4017.027       6.564040       2.265354       4601329.      0.2595482E-04   1455939.       206147.0    
  100702.0       275.0000       4018.063       6.566586       2.265968       4601850.      0.2592508E-04   1457509.       206311.9    
  101052.9       275.0000       4019.098       6.569130       2.266581       4602372.      0.2589542E-04   1459078.       206476.8    
  101403.8       275.0000       4020.133       6.571672       2.267194       4602892.      0.2586583E-04   1460648.       206641.6    
  101754.7       275.0000       4021.166       6.574212       2.267807       4603413.      0.2583630E-04   1462217.       206806.5    
  102105.5       275.0000       4022.337       6.578207       2.270979       4602563.      0.2580100E-04   1463984.       207445.9    
  102456.4       275.0000       4022.611       6.572569       2.257270       4610826.      0.2580478E-04   1464430.       204962.8    
  102807.3       275.0000       4023.642       6.575099       2.257878       4611347.      0.2577544E-04   1465997.       205125.8    
  103158.2       275.0000       4025.562       6.587551       2.275768       4602384.      0.2570562E-04   1468941.       208488.7    
  103509.0       275.0000       4028.219       6.607924       2.307336       4585813.      0.2560315E-04   1472969.       214454.2    
  103859.9       275.0000       4029.246       6.610465       2.307959       4586326.      0.2557411E-04   1474544.       214624.8    
  104210.8       275.0000       4030.272       6.613004       2.308582       4586839.      0.2554515E-04   1476118.       214795.4    
  104561.7       275.0000       4028.970       6.589679       2.264355       4612120.      0.2562207E-04   1474098.       206577.6    
  104912.5       275.0000       4029.996       6.592199       2.264963       4612639.      0.2559315E-04   1475664.       206741.1    
  105263.4       275.0000       4031.021       6.594718       2.265570       4613157.      0.2556430E-04   1477231.       206904.5    
  105614.3       275.0000       4033.109       6.608719       2.286257       4602846.      0.2548965E-04   1480388.       210809.4    
  105965.2       275.0000       4036.078       6.632979       2.324376       4582493.      0.2537217E-04   1484985.       218058.2    
  106316.0       275.0000       4037.099       6.635511       2.325002       4583002.      0.2534364E-04   1486560.       218230.7    
  106666.9       275.0000       4036.371       6.618364       2.291747       4602437.      0.2539560E-04   1485382.       211994.4    
  107017.8       275.0000       4036.352       6.609587       2.272650       4613596.      0.2541205E-04   1485380.       208475.1    
  107368.7       275.0000       4037.371       6.612096       2.273257       4614112.      0.2538361E-04   1486946.       208639.1    
  107719.5       275.0000       4038.391       6.614603       2.273863       4614627.      0.2535524E-04   1488511.       208803.1    
  108070.4       275.0000       4040.660       6.630691       2.298166       4602363.      0.2527322E-04   1491972.       213410.3    
  108421.3       275.0000       4044.076       6.659923       2.344750       4577314.      0.2513722E-04   1497283.       222337.3    
  108772.2       275.0000       4045.090       6.662447       2.345379       4577819.      0.2510918E-04   1498860.       222512.3    
  109123.0       275.0000       4043.943       6.640721       2.304373       4601558.      0.2517906E-04   1497027.       214738.9    
  109473.9       275.0000       4043.729       6.629838       2.281675       4614663.      0.2520379E-04   1496720.       210518.3    
  109824.8       275.0000       4044.743       6.632335       2.282282       4615176.      0.2517582E-04   1498286.       210683.0    
  110175.7       275.0000       4045.756       6.634831       2.282888       4615688.      0.2514791E-04   1499851.       210847.7    
  110526.5       275.0000       4048.255       6.653535       2.311702       4600982.      0.2505661E-04   1503694.       216337.4    
  110877.4       275.0000       4049.266       6.656036       2.312317       4601489.      0.2502888E-04   1505263.       216506.5    
  111228.3       275.0000       4050.276       6.658535       2.312932       4601997.      0.2500122E-04   1506833.       216675.7    
  111579.2       275.0000       4051.574       6.664123       2.318921       4599619.      0.2496166E-04   1508834.       217869.1    
  111930.0       275.0000       4052.905       6.670079       2.325542       4596894.      0.2492076E-04   1510886.       219187.1    
  112280.9       275.0000       4053.912       6.672577       2.326160       4597399.      0.2489331E-04   1512457.       219358.0    
  112631.8       275.0000       4054.918       6.675072       2.326777       4597904.      0.2486592E-04   1514028.       219528.9    
  112982.6       275.0000       4055.923       6.677566       2.327394       4598408.      0.2483859E-04   1515598.       219699.8    
  113333.5       275.0000       4056.927       6.680058       2.328011       4598913.      0.2481133E-04   1517169.       219870.7    
  113684.4       275.0000       4057.931       6.682548       2.328628       4599416.      0.2478413E-04   1518739.       220041.6    
  114035.3       275.0000       4059.292       6.688878       2.335900       4596339.      0.2474227E-04   1520848.       221492.4    
  114386.1       275.0000       4060.697       6.695692       2.343994       4592803.      0.2469861E-04   1523027.       223107.2    
  114737.0       275.0000       4061.698       6.698181       2.344614       4593304.      0.2467162E-04   1524599.       223280.3    
  115087.9       275.0000       4062.697       6.700668       2.345234       4593804.      0.2464469E-04   1526171.       223453.3    
  115438.8       275.0000       4063.696       6.703154       2.345854       4594305.      0.2461783E-04   1527742.       223626.4    
  115789.6       275.0000       4064.695       6.705637       2.346473       4594805.      0.2459102E-04   1529314.       223799.5    
  116140.5       275.0000       4066.150       6.713059       2.355602       4590693.      0.2454543E-04   1531583.       225625.0    
  116491.4       275.0000       4067.666       6.721139       2.365843       4585961.      0.2449742E-04   1533947.       227675.9    
