|6.6.6
CM_hydrous_differentiated_Ganymede_Core80Fe20S_1.tab                                                
           2
T(K)    
   273.150000000000     
   5.53477564102564     
         313
P(bar)  
   1.00000000000000     
   277.240384615385     
         313
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  1618.10        1.00000        3432.74        6.34776        3.04936       0.412331E+007  0.464057E-004   957593.        319198.     
  1623.64        1.00000        3431.86        6.34512        3.04810       0.412422E+007  0.464794E-004   956553.        318851.     
  1629.17        1.00000        3430.98        6.34249        3.04683       0.412512E+007  0.465534E-004   955512.        318504.     
  1634.70        1.00000        3430.09        6.33985        3.04556       0.412601E+007  0.466276E-004   954470.        318157.     
  1640.24        1.00000        3429.21        6.33721        3.04430       0.412689E+007  0.467021E-004   953429.        317810.     
  1645.77        1.00000        3428.32        6.33456        3.04303       0.412775E+007  0.467769E-004   952387.        317462.     
  1651.31        1.00000        3427.43        6.33192        3.04176       0.412861E+007  0.468519E-004   951347.        317116.     
  1656.84        1.00000        3413.09        6.19254        2.97480       0.412743E+007  0.470513E-004   906115.        302038.     
  1662.38        1.00000        3284.57        5.41121        2.59946       0.410310E+007  0.487989E-004   665836.        221945.     
  1667.91        1.00000        3283.03        5.39309        2.59076       0.410904E+007  0.493064E-004   661073.        220358.     
  1673.45        1.00000        3282.13        5.39135        2.58992       0.410944E+007  0.493694E-004   660465.        220155.     
  1678.98        1.00000        3279.85        5.35134        2.57070       0.412261E+007  0.504250E-004   650249.        216750.     
  1684.52        1.00000        3278.17        5.33067        2.56077       0.412923E+007  0.509857E-004   644903.        214968.     
  1690.05        1.00000        3276.44        5.30846        2.55010       0.413630E+007  0.515767E-004   639202.        213067.     
  1695.59        1.00000        3274.63        5.28827        2.54040       0.414262E+007  0.521356E-004   633999.        211333.     
  1701.12        1.00000        3272.78        5.26818        2.53075       0.414884E+007  0.526958E-004   628837.        209612.     
  1706.66        1.00000        3271.51        5.26125        2.52742       0.415044E+007  0.529354E-004   626939.        208980.     
  1712.19        1.00000        3269.67        5.24291        2.51861       0.415595E+007  0.534587E-004   622225.        207408.     
  1717.73        1.00000        3267.45        5.21832        2.50680       0.416360E+007  0.541387E-004   615985.        205328.     
  1723.26        1.00000        3265.17        5.19389        2.49506       0.417111E+007  0.548200E-004   609803.        203268.     
  1728.80        1.00000        3262.77        5.16921        2.48321       0.417849E+007  0.555199E-004   603580.        201193.     
  1734.33        1.00000        3257.78        5.12813        2.46347       0.418277E+007  0.564612E-004   593114.        197705.     
  1739.87        1.00000        3255.13        5.10061        2.45025       0.419134E+007  0.572660E-004   586288.        195429.     
  1745.40        1.00000        3252.40        5.07325        2.43711       0.419976E+007  0.580727E-004   579530.        193177.     
  1750.94        1.00000        3249.23        5.04165        2.42193       0.420951E+007  0.589763E-004   571774.        190591.     
  1756.47        1.00000        3246.28        5.01465        2.40896       0.421772E+007  0.597351E-004   565153.        188384.     
  1762.00        1.00000        3243.42        4.98998        2.39711       0.422573E+007  0.603326E-004   559113.        186371.     
  1767.54        1.00000        3240.52        4.96541        2.38531       0.423362E+007  0.609287E-004   553127.        184376.     
  1773.07        1.00000        3237.58        4.94095        2.37356       0.424140E+007  0.615235E-004   547194.        182398.     
  1778.61        1.00000        3234.60        4.91658        2.36185       0.424907E+007  0.621169E-004   541311.        180437.     
  1784.14        1.00000        3231.70        4.89092        2.34952       0.425800E+007  0.627308E-004   535194.        178398.     
  1789.68        1.00000        3228.76        4.86534        2.33723       0.426680E+007  0.633432E-004   529129.        176376.     
  1795.21        1.00000        3225.78        4.83984        2.32499       0.427549E+007  0.639540E-004   523115.        174372.     
  1800.75        1.00000        3222.77        4.81443        2.31278       0.428407E+007  0.645633E-004   517151.        172384.     
  1806.28        1.00000        3219.71        4.78909        2.30060       0.429253E+007  0.651711E-004   511236.        170412.     
  1811.82        1.00000        3216.62        4.76381        2.28846       0.430089E+007  0.657773E-004   505369.        168456.     
  1817.35        1.00000        3213.50        4.73860        2.27635       0.430913E+007  0.663821E-004   499549.        166516.     
  1822.89        1.00000        3210.34        4.71345        2.26427       0.431726E+007  0.669854E-004   493775.        164592.     
  1828.42        1.00000        3207.26        4.68637        2.25126       0.432714E+007  0.676182E-004   487649.        162550.     
  1833.96        1.00000        3204.15        4.65935        2.23828       0.433690E+007  0.682491E-004   481573.        160524.     
  1839.49        1.00000        3200.99        4.63237        2.22532       0.434653E+007  0.688782E-004   475543.        158514.     
  1845.03        1.00000        3197.80        4.60544        2.21238       0.435606E+007  0.695056E-004   469561.        156520.     
  1850.56        1.00000        3194.58        4.57854        2.19946       0.436546E+007  0.701312E-004   463624.        154541.     
  1856.10        1.00000        3191.32        4.55168        2.18656       0.437475E+007  0.707550E-004   457733.        152578.     
  1861.63        1.00000        3188.03        4.52485        2.17367       0.438394E+007  0.713771E-004   451887.        150629.     
  1867.17        1.00000        3184.71        4.49804        2.16079       0.439301E+007  0.719975E-004   446084.        148695.     
  1872.70        1.00000        3181.47        4.46881        2.14675       0.440421E+007  0.726517E-004   439857.        146619.     
  1878.23        1.00000        3178.18        4.43960        2.13271       0.441529E+007  0.733038E-004   433677.        144559.     
  1883.77        1.00000        3174.87        4.41039        2.11868       0.442624E+007  0.739537E-004   427542.        142514.     
  1889.30        1.00000        3171.51        4.38119        2.10466       0.443708E+007  0.746014E-004   421454.        140485.     
  1894.84        1.00000        3168.13        4.35199        2.09063       0.444779E+007  0.752469E-004   415411.        138470.     
  1900.37        1.00000        3164.71        4.32278        2.07660       0.445839E+007  0.758902E-004   409412.        136471.     
  1905.91        1.00000        3161.27        4.29357        2.06256       0.446887E+007  0.765314E-004   403457.        134486.     
  1911.44        1.00000        3157.79        4.26435        2.04853       0.447923E+007  0.771703E-004   397546.        132515.     
  1916.98        1.00000        3154.38        4.23222        2.03309       0.449163E+007  0.778741E-004   391155.        130385.     
  1922.51        1.00000        3150.93        4.20008        2.01765       0.450390E+007  0.785769E-004   384815.        128272.     
  1928.05        1.00000        3147.44        4.16791        2.00220       0.451604E+007  0.792788E-004   378523.        126174.     
  1933.58        1.00000        3143.91        4.13571        1.98673       0.452804E+007  0.799799E-004   372280.        124093.     
  1939.12        1.00000        3133.78        4.00813        1.92544       0.457973E+007  0.823783E-004   348538.        116179.     
  1944.65        1.00000        3132.35        4.00754        1.92516       0.457808E+007  0.825064E-004   348277.        116092.     
  1950.19        1.00000        3130.92        4.00704        1.92492       0.457643E+007  0.826398E-004   348031.        116010.     
  1955.72        1.00000        3129.49        4.00664        1.92473       0.457478E+007  0.827787E-004   347802.        115934.     
  1961.26        1.00000        3125.80        3.97049        1.90736       0.458757E+007  0.836658E-004   341153.        113718.     
  1966.79        1.00000        3113.22        3.88844        1.86795       0.461150E+007  0.850520E-004   325882.        108627.     
  1972.33        1.00000        3104.93        3.85093        1.84993       0.461763E+007  0.858254E-004   318774.        106258.     
  1977.86        1.00000        3096.65        3.81349        1.83194       0.462364E+007  0.865977E-004   311771.        103924.     
  1983.40        1.00000        3090.30        3.79020        1.82075       0.462481E+007  0.872604E-004   307344.        102448.     
  1988.93        1.00000        3083.95        3.76721        1.80971       0.462590E+007  0.879357E-004   303003.        101001.     
  1994.47        1.00000        3077.59        3.74456        1.79883       0.462692E+007  0.886248E-004   298753.        99584.4     
  2000.00        1.00000        3071.23        3.72233        1.78815       0.462785E+007  0.893297E-004   294605.        98201.8     
  273.150        278.240        2955.57        0.00000        0.00000       0.237682E+007  0.299087E-004            NaN            NaN
  278.685        278.240        2956.82        0.00000        0.00000       0.241381E+007  0.303190E-004            NaN            NaN
  284.220        278.240        2957.44        0.00000        0.00000       0.244926E+007  0.306908E-004            NaN            NaN
  289.754        278.240        2958.05        0.00000        0.00000       0.248340E+007  0.310510E-004            NaN            NaN
  295.289        278.240        2958.87        0.00000        0.00000       0.251632E+007  0.314098E-004            NaN            NaN
  300.824        278.240        3004.20        0.00000        0.00000       0.255784E+007  0.289856E-004            NaN            NaN
  306.359        278.240        3003.85        0.00000        0.00000       0.258868E+007  0.292594E-004            NaN            NaN
  311.893        278.240        3003.73        0.00000        0.00000       0.261851E+007  0.295300E-004            NaN            NaN
  317.428        278.240        3003.34        0.00000        0.00000       0.264722E+007  0.297840E-004            NaN            NaN
  322.963        278.240        3003.13        0.00000        0.00000       0.267500E+007  0.300335E-004            NaN            NaN
  328.498        278.240        3002.18        0.00000        0.00000       0.270157E+007  0.302520E-004            NaN            NaN
  334.033        278.240        3001.67        0.00000        0.00000       0.272744E+007  0.304769E-004            NaN            NaN
  339.567        278.240        3002.97        5.77385        2.77367       0.275321E+007  0.307540E-004   693076.        231025.     
  345.102        278.240        3006.03        5.74780        2.76115       0.277361E+007  0.307672E-004   687537.        229179.     
  350.637        278.240        3005.89        5.74591        2.76025       0.279729E+007  0.309794E-004   687052.        229017.     
  356.172        278.240        3004.81        5.74493        2.75978       0.282022E+007  0.311703E-004   686572.        228857.     
  361.706        278.240        3003.36        5.74447        2.75956       0.284262E+007  0.313504E-004   686132.        228711.     
  367.241        278.240        3004.36        5.74125        2.75801       0.286418E+007  0.315656E-004   685589.        228530.     
  372.776        278.240        3001.70        5.74202        2.75838       0.288536E+007  0.317126E-004   685165.        228388.     
  378.311        278.240        3013.16        5.72275        2.74912       0.290808E+007  0.319922E-004   683173.        227724.     
