|6.6.6
Comet_67P_CG_v7_3.tab                                                                               
           2
T(K)    
   273.150000000000     
   1.82167919799499     
         400
P(bar)  
   1.00000000000000     
   167.220735785953     
         300
           9
T(K)           P(bar)         rho,kg/m3      vp,km/s        vs,km/s        cp,J/K/m3      alpha,1/K      Ks,bar         Gs,bar        
  479.000        32609.0        3357.11        6.98197        3.35403       0.313385E+007  0.213819E-004  0.113298E+007   377659.     
  480.821        32609.0        3356.98        6.98175        3.35392       0.313950E+007  0.214098E-004  0.113286E+007   377620.     
  482.643        32609.0        3356.85        6.98153        3.35382       0.314510E+007  0.214378E-004  0.113274E+007   377581.     
  484.465        32609.0        3356.72        6.98130        3.35371       0.315067E+007  0.214657E-004  0.113263E+007   377542.     
  486.286        32609.0        3356.59        6.98108        3.35360       0.315622E+007  0.214937E-004  0.113251E+007   377503.     
  488.108        32609.0        3356.45        6.98086        3.35349       0.316174E+007  0.215217E-004  0.113239E+007   377464.     
  489.930        32609.0        3356.32        6.98063        3.35339       0.316721E+007  0.215498E-004  0.113228E+007   377425.     
  491.752        32609.0        3356.19        6.98041        3.35328       0.317266E+007  0.215779E-004  0.113216E+007   377386.     
  493.573        32609.0        3356.06        6.98018        3.35317       0.317809E+007  0.216060E-004  0.113204E+007   377347.     
  495.395        32609.0        3355.93        6.97996        3.35306       0.318347E+007  0.216341E-004  0.113192E+007   377308.     
  497.217        32609.0        3355.79        6.97973        3.35295       0.318883E+007  0.216623E-004  0.113181E+007   377269.     
  499.038        32609.0        3355.66        6.97951        3.35285       0.319416E+007  0.216906E-004  0.113169E+007   377229.     
  500.860        32609.0        3355.53        6.97928        3.35274       0.319946E+007  0.217189E-004  0.113157E+007   377190.     
  502.682        32609.0        3355.40        6.97905        3.35263       0.320474E+007  0.217473E-004  0.113145E+007   377151.     
  504.503        32609.0        3355.26        6.97883        3.35252       0.320999E+007  0.217757E-004  0.113133E+007   377111.     
  506.325        32609.0        3355.13        6.97860        3.35241       0.321521E+007  0.218042E-004  0.113121E+007   377071.     
  508.147        32609.0        3355.00        6.97837        3.35230       0.322041E+007  0.218328E-004  0.113110E+007   377032.     
  509.968        32609.0        3354.86        6.97814        3.35219       0.322557E+007  0.218615E-004  0.113098E+007   376992.     
  511.790        32609.0        3354.73        6.97791        3.35208       0.323071E+007  0.218902E-004  0.113086E+007   376952.     
  513.612        32609.0        3354.60        6.97768        3.35197       0.323582E+007  0.219191E-004  0.113074E+007   376913.     
  515.433        32609.0        3354.46        6.97745        3.35186       0.324091E+007  0.219480E-004  0.113062E+007   376873.     
  517.255        32609.0        3354.33        6.97722        3.35175       0.324598E+007  0.219771E-004  0.113050E+007   376833.     
  519.077        32609.0        3354.19        6.97699        3.35164       0.325102E+007  0.220062E-004  0.113038E+007   376793.     
  520.898        32609.0        3354.06        6.97676        3.35153       0.325604E+007  0.220355E-004  0.113026E+007   376753.     
  522.720        32609.0        3353.92        6.97653        3.35142       0.326103E+007  0.220649E-004  0.113014E+007   376713.     
  524.542        32609.0        3353.79        6.97630        3.35131       0.326600E+007  0.220944E-004  0.113002E+007   376673.     
  526.363        32609.0        3365.41        6.99505        3.36031       0.327974E+007  0.226320E-004  0.114004E+007   380012.     
  528.185        32609.0        3365.40        6.99563        3.36059       0.328476E+007  0.226705E-004  0.114022E+007   380073.     
  530.007        32609.0        3365.39        6.99622        3.36088       0.328977E+007  0.227094E-004  0.114041E+007   380137.     
  531.828        32609.0        3365.39        6.99683        3.36117       0.329475E+007  0.227486E-004  0.114061E+007   380203.     
  533.650        32609.0        3365.39        6.99749        3.36149       0.329971E+007  0.227885E-004  0.114083E+007   380275.     
  535.472        32609.0        3365.42        6.99831        3.36188       0.330468E+007  0.228301E-004  0.114110E+007   380367.     
  537.293        32609.0        3365.42        6.99896        3.36219       0.330960E+007  0.228704E-004  0.114132E+007   380439.     
  539.115        32609.0        3365.40        6.99947        3.36244       0.331448E+007  0.229092E-004  0.114147E+007   380491.     
  540.937        32609.0        3365.40        7.00013        3.36275       0.331937E+007  0.229499E-004  0.114169E+007   380563.     
  542.759        32609.0        3365.40        7.00079        3.36307       0.332424E+007  0.229908E-004  0.114190E+007   380635.     
  544.580        32609.0        3365.40        7.00144        3.36339       0.332909E+007  0.230319E-004  0.114212E+007   380707.     
  546.402        32609.0        3365.37        7.00187        3.36359       0.333389E+007  0.230708E-004  0.114225E+007   380748.     
  548.224        32609.0        3365.36        7.00250        3.36389       0.333869E+007  0.231121E-004  0.114245E+007   380817.     
  550.045        32609.0        3365.41        7.00342        3.36433       0.334352E+007  0.231567E-004  0.114277E+007   380922.     
  551.867        32609.0        3365.47        7.00445        3.36483       0.334834E+007  0.232027E-004  0.114312E+007   381041.     
  553.689        32609.0        3365.47        7.00515        3.36516       0.335309E+007  0.232454E-004  0.114335E+007   381117.     
  555.510        32609.0        3365.51        7.00607        3.36561       0.335786E+007  0.232909E-004  0.114367E+007   381222.     
  557.332        32609.0        3365.48        7.00653        3.36583       0.336257E+007  0.233318E-004  0.114381E+007   381269.     
  559.154        32609.0        3365.49        7.00725        3.36617       0.336728E+007  0.233757E-004  0.114404E+007   381348.     
  560.975        32609.0        3365.49        7.00791        3.36649       0.337196E+007  0.234194E-004  0.114426E+007   381420.     
  562.797        32609.0        3365.49        7.00860        3.36682       0.337665E+007  0.234637E-004  0.114449E+007   381496.     
  564.619        32609.0        3365.49        7.00926        3.36714       0.338132E+007  0.235079E-004  0.114470E+007   381566.     
  566.440        32609.0        3365.40        7.00936        3.36719       0.338592E+007  0.235468E-004  0.114470E+007   381567.     
  568.262        32609.0        3365.40        7.01001        3.36750       0.339056E+007  0.235918E-004  0.114492E+007   381638.     
  570.084        32609.0        3365.39        7.01066        3.36781       0.339519E+007  0.236372E-004  0.114513E+007   381708.     
  571.905        32609.0        3365.64        7.01292        3.36890       0.339997E+007  0.236996E-004  0.114595E+007   381982.     
  573.727        32609.0        3365.58        7.01319        3.36903       0.340454E+007  0.237419E-004  0.114602E+007   382005.     
  575.549        32609.0        3365.62        7.01414        3.36949       0.340917E+007  0.237917E-004  0.114634E+007   382114.     
  577.370        32609.0        3365.64        7.01492        3.36986       0.341377E+007  0.238400E-004  0.114660E+007   382200.     
  579.192        32609.0        3365.66        7.01578        3.37027       0.341837E+007  0.238898E-004  0.114689E+007   382297.     
  581.014        32609.0        3365.67        7.01653        3.37063       0.342294E+007  0.239389E-004  0.114714E+007   382379.     
  582.835        32609.0        3365.52        7.01625        3.37050       0.342741E+007  0.239778E-004  0.114699E+007   382331.     
  584.657        32609.0        3365.55        7.01715        3.37093       0.343199E+007  0.240295E-004  0.114730E+007   382433.     
  586.479        32609.0        3365.57        7.01792        3.37130       0.343652E+007  0.240805E-004  0.114756E+007   382519.     
  588.301        32609.0        3365.58        7.01871        3.37168       0.344110E+007  0.241322E-004  0.114782E+007   382607.     
  590.122        32609.0        3365.74        7.02040        3.37249       0.344574E+007  0.241939E-004  0.114843E+007   382809.     
  591.944        32609.0        3365.56        7.01995        3.37227       0.345016E+007  0.242340E-004  0.114822E+007   382739.     
  593.766        32609.0        3365.58        7.02081        3.37269       0.345471E+007  0.242884E-004  0.114851E+007   382836.     
  595.587        32609.0        3365.61        7.02168        3.37311       0.345926E+007  0.243435E-004  0.114880E+007   382934.     
  597.409        32609.0        3365.70        7.02298        3.37373       0.346384E+007  0.244039E-004  0.114926E+007   383085.     
  599.231        32609.0        3365.77        7.02415        3.37429       0.346843E+007  0.244637E-004  0.114966E+007   383222.     
  601.052        32609.0        3365.66        7.02412        3.37428       0.347288E+007  0.245118E-004  0.114961E+007   383205.     
  602.874        32609.0        3365.67        7.02492        3.37466       0.347742E+007  0.245694E-004  0.114988E+007   383294.     
  604.696        32609.0        3365.69        7.02574        3.37506       0.348196E+007  0.246280E-004  0.115016E+007   383385.     
  606.517        32609.0        3365.70        7.02656        3.37545       0.348650E+007  0.246875E-004  0.115043E+007   383477.     
  608.339        32609.0        3365.98        7.02906        3.37665       0.349123E+007  0.247655E-004  0.115134E+007   383781.     
  610.161        32609.0        3365.75        7.02831        3.37629       0.349562E+007  0.248107E-004  0.115102E+007   383674.     
  611.982        32609.0        3365.79        7.02928        3.37676       0.350020E+007  0.248747E-004  0.115135E+007   383783.     
